,Ticker,Open Price,Date,Volume,Ticker2,Open Price2,Date2,Volume2
0,A,16.78,2008-12-19,248323864.00000003,A,29.6,2009-12-21,93198560.0
1,A,29.6,2009-12-21,93198560.0,A,40.65,2010-12-21,146961945.0
2,A,40.1,2010-12-20,161350370.0,A,33.99,2011-12-20,124797684.0
3,A,33.73,2011-12-16,105332043.99999999,A,39.98,2012-12-17,138114908.0
4,A,40.58,2012-12-20,154557046.0,A,57.47,2013-12-20,169766380.0
5,A,57.57,2013-12-19,108991524.0,A,40.9,2014-12-19,152816142.4
6,A,41.38,2014-12-22,65803344.980000004,A,41.01,2015-12-22,67386483.72
7,A,40.51,2015-12-21,70291291.09,A,45.75,2016-12-20,71020744.5
8,A,45.75,2016-12-20,71020744.5,A,67.81,2017-12-20,92424826.57000001
9,A,67.51,2017-12-21,100936631.36000001,A,65.22,2018-12-21,305431782.0
10,A,66.33,2018-12-20,235326502.62,A,84.94,2019-12-20,194325137.42
11,AA,37.87,2017-02-03,198560173.35,AA,48.61,2018-02-05,187720153.6
12,AA,47.42,2018-02-26,168519062.1,AA,30.7,2019-02-26,114315502.39999999
13,AAC,8.95,2017-03-07,1144687.0999999999,AAC,10.02,2018-03-07,2078638.98
14,AAL,5.65,2010-01-20,201296019.10000002,AAL,9.98,2011-01-20,194291608.06
15,AAL,10.15,2011-02-16,131560869.30000001,AAL,8.85,2012-02-16,158199086.54999998
16,AAL,9.05,2012-02-15,126292388.00000001,AAL,14.94,2013-02-14,1276905380.94
17,AAL,15.96,2013-04-16,447487597.20000005,AAL,34.17,2014-04-16,534220614.0
18,AAL,36.11,2014-02-28,288511678.0,AAL,48.2,2015-03-02,553475828.2
19,AAL,51.3,2015-02-25,491301382.5,AAL,40.76,2016-02-25,282729172.12
20,AAL,40.02,2016-02-24,244269793.86,AAL,46.42,2017-02-23,243565043.70000002
21,AAL,46.5,2017-02-22,269683539.0,AAL,53.24,2018-02-22,231794182.4
22,AAL,51.96,2018-02-21,278943674.76,AAL,34.98,2019-02-21,206408025.11999997
23,AAMC,930.65,2014-02-20,89714660.0,AAMC,202.58,2015-02-20,431900.56
24,AAMC,184.55,2015-03-02,2518184.75,AAMC,17.03,2016-03-01,131965.47
25,AAMC,17.37,2016-02-29,28660.5,AAMC,69.6,2017-02-28,676999.2
26,AAMC,71.3,2017-03-01,237571.59999999998,AAMC,68.55,2018-03-01,97683.75
27,AAMC,68.55,2018-03-01,97683.75,AAMC,37.17,2019-03-01,2420138.7
28,AAOI,12.87,2014-02-12,503216.99999999994,AAOI,10.27,2015-02-12,3189543.63
29,AAOI,13.85,2015-03-23,3215346.75,AAOI,17.28,2016-03-22,9340721.280000001
30,AAOI,17.57,2016-03-14,2864946.63,AAOI,50.57,2017-03-14,57618092.61
31,AAOI,52.44,2017-03-09,53479937.64,AAOI,28.05,2018-03-09,36660312.15
32,AAOI,27.57,2018-02-28,31374852.990000002,AAOI,14.89,2019-02-28,75849451.54
33,AAON,9.05,2011-03-10,604675.75,AAON,8.05,2012-03-09,289800.0
34,AAON,8.49,2012-03-14,595055.61,AAON,11.33,2013-03-14,2785673.11
35,AAON,11.33,2013-03-14,2785673.11,AAON,18.12,2014-03-14,3609504.0
36,AAON,18.62,2014-03-27,1362984.0,AAON,23.47,2015-03-27,2507018.46
37,AAON,23.75,2015-02-27,7707017.5,AAON,24.97,2016-02-29,9384550.01
38,AAON,22.82,2016-02-25,7833398.58,AAON,34.8,2017-02-24,10235132.399999999
39,AAON,32.5,2017-02-23,17119992.5,AAON,35.1,2018-02-23,3360930.3000000003
40,AAON,35.65,2018-02-27,25698730.3,AAON,41.36,2019-02-27,6060563.52
41,AAP,41.42,2010-03-02,50573820.0,AAP,62.57,2011-03-02,60793012.0
42,AAP,62.99,2011-03-01,75657289.0,AAP,86.03,2012-02-29,61735128.0
43,AAP,84.56,2012-02-28,68857208.0,AAP,77.29,2013-02-27,55710632.00000001
44,AAP,79.46,2013-02-25,46078854.0,AAP,126.64,2014-02-25,104224720.0
45,AAP,126.64,2014-02-25,104224720.0,AAP,156.5,2015-02-25,62216262.0
46,AAP,155.39,2015-03-03,111579498.78999999,AAP,152.44,2016-03-02,100512076.2
47,AAP,149.92,2016-03-01,93264332.47999999,AAP,158.59,2017-03-01,164582640.33
48,AAP,155.64,2017-02-28,169224103.55999997,AAP,110.71,2018-02-28,210392398.32
49,AAP,116.96,2018-02-21,647057691.04,AAP,166.21,2019-02-21,268648547.2
50,AAPL,3.08,2007-01-03,136215156.0,AAPL,7.12,2007-12-31,137144728.0
51,AAPL,5.94,2007-11-15,315543492.0,AAPL,3.35,2008-11-14,168130135.0
52,AAPL,3.89,2008-11-05,174557526.0,AAPL,6.87,2009-11-05,94413723.0
53,AAPL,7.27,2009-10-26,125755006.0,AAPL,11.04,2010-10-25,154742160.0
54,AAPL,10.99,2010-10-27,156608599.0,AAPL,14.56,2011-10-27,257225696.0
55,AAPL,14.35,2011-10-26,233856210.0,AAPL,22.14,2012-10-25,518966028.0
56,AAPL,21.25,2012-10-31,387056000.0,AAPL,18.75,2013-10-31,184618125.0
57,AAPL,18.56,2013-10-30,234759871.99999997,AAPL,26.74,2014-10-30,1087109164.82
58,AAPL,26.21,2014-10-27,896059643.21,AAPL,28.85,2015-10-27,2016164940.0
59,AAPL,29.23,2015-10-28,2500666018.96,AAPL,28.85,2016-10-27,997114998.25
60,AAPL,28.58,2016-10-26,1890115979.02,AAPL,39.31,2017-10-26,658508973.21
61,AAPL,43.5,2017-11-03,2552746431.0,AAPL,51.08,2018-11-05,3379640212.52
62,AAPL,51.08,2018-11-05,3379640212.52,AAPL,64.26,2019-11-05,1283556679.0200002
63,AAWW,60.48,2011-02-14,92039310.72,AAWW,50.57,2012-02-14,20202715.0
64,AAWW,45.08,2012-02-15,113020068.0,AAWW,46.66,2013-02-14,17679474.0
65,AAWW,47.0,2013-02-13,30676900.0,AAWW,31.43,2014-02-13,22598170.0
66,AAWW,34.36,2014-04-30,5762172.0,AAWW,47.57,2015-04-30,86323804.33
67,AAWW,47.47,2015-02-12,46209956.32,AAWW,35.82,2016-02-12,16591609.08
68,AAWW,39.6,2016-02-18,20689930.8,AAWW,53.95,2017-02-17,7312113.25
69,AAWW,51.85,2017-02-23,15471936.3,AAWW,64.4,2018-02-23,26564162.8
70,AAWW,58.0,2018-02-22,55609646.0,AAWW,59.61,2019-02-22,14115588.39
71,AAXN,4.1,2011-03-14,1752372.7999999998,AAXN,4.09,2012-03-13,1221732.0799999998
72,AAXN,7.86,2012-11-15,5164428.720000001,AAXN,17.26,2013-11-15,19301564.580000002
73,AAXN,8.05,2013-03-08,4699115.050000001,AAXN,18.91,2014-03-10,22566116.13
74,AAXN,18.91,2014-03-10,22566116.13,AAXN,21.65,2015-03-10,28820111.95
75,AAXN,22.47,2015-03-12,72854952.86999999,AAXN,19.46,2016-03-11,15805314.700000001
76,AAXN,19.4,2016-03-07,41045744.0,AAXN,22.42,2017-03-07,28901465.060000002
77,AAXN,22.8,2017-03-06,35440434.0,AAXN,37.5,2018-03-06,57817050.0
78,AAXN,34.9,2018-03-01,215833815.0,AAXN,54.29,2019-03-01,53854811.36
79,ABAX,27.98,2011-06-13,3038628.0,ABAX,32.9,2012-06-12,3211040.0
80,ABAX,33.78,2012-06-14,3506364.0,ABAX,46.26,2013-06-14,4663008.0
81,ABAX,46.26,2013-06-14,4663008.0,ABAX,43.28,2014-06-16,5089728.0
82,ABAX,47.67,2014-07-29,17919153.0,ABAX,48.44,2015-07-29,6109785.64
83,ABAX,48.44,2015-07-29,6109785.64,ABAX,48.8,2016-07-28,8111243.199999999
84,ABAX,49.75,2016-07-29,9583939.5,ABAX,47.54,2017-07-31,7675808.399999999
85,ABAX,49.25,2017-07-28,15038783.0,ABAX,83.1,2018-07-30,29161618.2
86,ABBV,36.13,2013-02-11,217939773.00000003,ABBV,48.75,2014-02-10,385490625.0
87,ABBV,51.82,2014-02-21,302768714.0,ABBV,61.54,2015-02-23,712796650.24
88,ABBV,59.61,2015-02-20,925944543.36,ABBV,54.67,2016-02-22,512896882.96000004
89,ABBV,54.5,2016-02-19,465023648.0,ABBV,61.84,2017-02-21,525845246.96000004
90,ABBV,61.54,2017-02-17,499978160.68,ABBV,117.72,2018-02-20,1000320638.04
91,ABBV,115.23,2018-02-16,1004457720.63,ABBV,80.5,2019-02-19,456814396.5
92,ABC,15.4,2008-11-25,36330140.0,ABC,25.19,2009-11-25,44739959.0
93,ABC,25.19,2009-11-25,44739959.0,ABC,30.69,2010-11-26,18760797.0
94,ABC,30.85,2010-11-23,73327365.0,ABC,36.37,2011-11-23,51299885.0
95,ABC,36.57,2011-11-22,93121848.0,ABC,40.78,2012-11-21,67291078.0
96,ABC,41.18,2012-11-27,96266486.0,ABC,70.59,2013-11-27,60890934.0
97,ABC,70.77,2013-11-26,108171945.0,ABC,90.22,2014-11-26,87956650.86
98,ABC,90.04,2014-11-25,108534666.2,ABC,99.0,2015-11-25,207034047.0
99,ABC,98.16,2015-11-24,159864750.23999998,ABC,78.07,2016-11-23,103408008.85
100,ABC,78.77,2016-11-22,150478427.04,ABC,79.98,2017-11-22,153402199.86
101,ABC,77.83,2017-11-21,124429233.73,ABC,88.52,2018-11-21,110910425.83999999
102,ABC,90.05,2018-11-20,189005584.79999998,ABC,87.44,2019-11-20,103119391.03999999
103,ABCD,3.59,2011-03-10,106296.31,ABCD,3.04,2012-03-09,80851.84
104,ABCD,2.94,2012-03-15,33865.86,ABCD,1.11,2013-03-15,23953.800000000003
105,ABCD,2.01,2014-03-06,90433.91999999998,ABCD,2.85,2015-03-06,312220.35000000003
106,ABCD,3.03,2015-03-17,16110.509999999998,ABCD,4.35,2016-03-16,60347.549999999996
107,ABCD,4.66,2016-03-03,267134.5,ABCD,4.83,2017-03-03,274730.4
108,ABCD,4.8,2017-03-14,717148.7999999999,ABCD,9.61,2018-03-14,2440440.28
109,ABD,8.25,2011-02-24,2286900.0,ABD,12.3,2012-02-24,2940930.0
110,ABD,12.86,2012-03-20,5042406.0,ABD,7.48,2013-03-20,9491372.0
111,ABD,7.65,2013-02-28,4128705.0,ABD,5.94,2014-02-28,3935250.0000000005
112,ABD,5.98,2014-02-25,3144882.0,ABD,7.55,2015-02-25,5206472.45
113,ABD,7.55,2015-02-25,5206472.45,ABD,7.24,2016-02-25,4180108.12
114,ABD,7.04,2016-02-24,2863027.2,ABD,14.3,2017-02-23,13586730.3
115,ABD,14.2,2017-02-27,16412516.2,ABD,13.35,2018-02-27,5895239.85
116,ABD,13.15,2018-02-28,8870450.85,ABD,9.24,2019-02-28,5261523.96
117,ABG,18.74,2011-02-28,6036153.999999999,ABG,25.72,2012-02-28,14413488.0
118,ABG,25.0,2012-02-22,7742500.0,ABG,34.95,2013-02-21,17642760.0
119,ABG,34.95,2013-02-21,17642760.0,ABG,49.03,2014-02-21,9286282.0
120,ABG,48.08,2014-02-25,18592536.0,ABG,77.96,2015-02-25,21860997.479999997
121,ABG,78.48,2015-02-24,18812126.880000003,ABG,55.2,2016-02-24,32153116.8
122,ABG,51.68,2016-02-19,13412613.76,ABG,67.95,2017-02-21,15036859.350000001
123,ABG,68.45,2017-02-23,24904505.75,ABG,68.0,2018-02-23,12878044.0
124,ABG,69.4,2018-02-27,17252146.0,ABG,71.45,2019-02-27,11313107.200000001
125,ABM,20.94,2009-12-22,5572134.0,ABM,26.51,2010-12-22,6274917.0
126,ABM,26.65,2010-12-23,3448510.0,ABM,21.0,2011-12-23,3733800.0
127,ABM,21.0,2011-12-23,3733800.0,ABM,20.12,2012-12-24,1521072.0
128,ABM,20.31,2012-12-20,3586746.0,ABM,27.61,2013-12-20,23888172.0
129,ABM,27.46,2013-12-18,6875984.0,ABM,28.31,2014-12-18,13096036.139999999
130,ABM,27.89,2014-12-17,10713385.700000001,ABM,29.14,2015-12-17,8847749.06
131,ABM,29.14,2015-12-17,8847749.06,ABM,39.73,2016-12-16,60324641.449999996
132,ABM,40.94,2016-12-21,13425454.2,ABM,38.56,2017-12-21,19378752.16
133,ABM,38.56,2017-12-22,14880226.88,ABM,29.9,2018-12-24,11411006.1
134,ABM,31.04,2018-12-21,42556864.32,ABM,38.64,2019-12-23,20091331.68
135,ABMD,18.1,2011-06-02,3272480.0000000005,ABMD,19.84,2012-06-01,16243008.0
136,ABMD,19.53,2012-06-04,19127682.0,ABMD,21.82,2013-06-04,8341786.0
137,ABMD,21.98,2013-05-28,8163372.0,ABMD,21.46,2014-05-28,6693374.0
138,ABMD,21.46,2014-05-28,6693374.0,ABMD,61.32,2015-05-28,41603841.72
139,ABMD,61.32,2015-05-28,41603841.72,ABMD,98.81,2016-05-27,31734313.650000002
140,ABMD,99.43,2016-05-26,28764601.85,ABMD,135.69,2017-05-26,62570865.39
141,ABMD,135.33,2017-05-25,38115694.5,ABMD,396.88,2018-05-25,154158907.76
142,ABMD,396.17,2018-05-24,192407487.73000002,ABMD,262.97,2019-05-24,182860922.96
143,ABT,56.11,2008-02-19,609023551.0,ABT,54.16,2009-02-18,708613192.0
144,ABT,54.0,2009-02-20,1009146600.0,ABT,54.49,2010-02-22,652038238.0
145,ABT,54.88,2010-02-19,1104015472.0,ABT,46.47,2011-02-22,1105990647.0
146,ABT,46.36,2011-02-18,940899380.0,ABT,56.38,2012-02-21,794332182.0
147,ABT,56.38,2012-02-21,794332182.0,ABT,34.7,2013-02-20,271145800.0
148,ABT,34.13,2013-03-27,294784223.0,ABT,38.55,2014-03-27,285428055.0
149,ABT,38.88,2014-02-21,324068688.0,ABT,47.33,2015-02-23,265433597.51
150,ABT,47.48,2015-02-27,275661568.08,ABT,39.34,2016-02-29,332927024.08000004
151,ABT,38.32,2016-02-19,219763782.16,ABT,44.65,2017-02-21,508463573.3
152,ABT,44.17,2017-02-17,425445793.36,ABT,59.68,2018-02-20,486261599.2
153,ABT,59.44,2018-02-16,463286178.08,ABT,75.16,2019-02-19,338479302.0
154,ABTL,6.15,2011-03-10,3231425.25,ABTL,4.8,2012-03-09,47520.0
155,ABTL,3.56,2012-01-03,204689.32,ABTL,3.94,2012-12-31,42804.159999999996
156,ABTL,4.25,2013-02-28,78463.5,ABTL,16.0,2014-02-28,3723104.0
157,ABTL,11.86,2014-04-29,2600613.36,ABTL,15.17,2015-04-29,513276.95
158,ABTL,10.68,2015-02-26,1359681.48,ABTL,18.79,2016-02-26,3847647.09
159,ABTL,19.98,2016-03-10,3414901.68,ABTL,14.0,2017-03-10,3026464.0
160,ABTL,13.31,2017-03-09,2193980.47,ABTL,4.15,2018-03-09,3629245.5500000003
161,ABTL,3.6,2018-03-15,526615.2000000001,ABTL,4.8,2019-03-15,491817.6
162,AC,25.3,2016-02-05,470402.9,AC,36.5,2017-02-06,759309.5
163,AC,38.4,2017-03-14,933811.2,AC,36.1,2018-03-14,342155.8
164,AC,37.4,2018-03-09,909605.4,AC,44.2,2019-03-11,191386.0
165,ACAD,1.83,2011-03-10,697962.0,ACAD,1.59,2012-03-09,269982.0
166,ACAD,1.52,2012-03-06,601312.0,ACAD,6.4,2013-03-06,9496320.0
167,ACAD,6.44,2013-03-12,7245644.0,ACAD,27.47,2014-03-12,60607061.0
168,ACAD,29.7,2014-02-27,69833610.0,ACAD,36.87,2015-02-27,51845524.769999996
169,ACAD,37.48,2015-02-26,39076048.32,ACAD,18.72,2016-02-26,32459038.56
170,ACAD,18.71,2016-02-29,41295851.34,ACAD,40.0,2017-02-28,125313680.0
171,ACAD,40.0,2017-02-28,125313680.0,ACAD,27.77,2018-02-28,321612145.6
172,ACAD,32.13,2018-02-27,59219863.29000001,ACAD,23.01,2019-02-27,92404777.53
173,ACAT,12.3,2011-06-10,721702.5,ACAT,37.42,2012-06-11,7562731.680000001
174,ACAT,36.47,2012-06-08,5343219.7,ACAT,47.12,2013-06-10,1497520.72
175,ACAT,46.27,2013-06-14,2458880.3400000003,ACAT,35.96,2014-06-16,7747114.5200000005
176,ACAT,37.47,2014-05-30,4972456.35,ACAT,31.95,2015-06-01,10729193.4
177,ACAT,33.02,2015-05-29,5820831.640000001,ACAT,15.99,2016-05-31,4893675.54
178,ACER,18.0,2018-03-07,137178.0,ACER,23.46,2019-03-07,355723.98000000004
179,ACET,79.03,2018-10-25,7314305.53,ACET,47.32,2019-10-25,14155967.28
180,ACGL,8.28,2010-02-26,15891803.999999998,ACGL,10.05,2011-02-28,4360695.0
181,ACGL,10.05,2011-02-28,4360695.0,ACGL,12.22,2012-02-28,7836686.0
182,ACGL,12.28,2012-02-29,10791664.0,ACGL,16.33,2013-02-28,14324675.999999998
183,ACGL,16.33,2013-03-01,20273694.999999996,ACGL,18.62,2014-03-03,10211208.0
184,ACGL,18.62,2014-03-03,10211208.0,ACGL,19.92,2015-03-03,10229876.16
185,ACGL,19.68,2015-02-27,21171704.64,ACGL,22.66,2016-02-29,11687710.76
186,ACGL,23.08,2016-02-26,9001453.879999999,ACGL,31.59,2017-02-27,8091178.29
187,ACGL,31.7,2017-03-01,9274247.1,ACGL,29.32,2018-03-01,16924647.48
188,ACGL,29.79,2018-02-28,17722428.48,ACGL,32.38,2019-02-28,50965278.120000005
189,ACHC,10.1,2011-02-14,416069.5,ACHC,13.13,2012-02-14,1013636.0000000001
190,ACHC,11.08,2012-01-27,2334556.0,ACHC,26.3,2013-01-28,7540210.0
191,ACHC,27.07,2013-03-01,9571952.0,ACHC,49.18,2014-03-03,21880182.0
192,ACHC,52.22,2014-02-21,25619132.0,ACHC,63.5,2015-02-23,22107334.5
193,ACHC,63.2,2015-02-27,16199044.8,ACHC,56.09,2016-02-29,35135280.81
194,ACHC,55.56,2016-02-26,34214403.6,ACHC,45.04,2017-02-27,76089990.48
195,ACHC,44.99,2017-02-24,139496848.81,ACHC,38.57,2018-02-26,29375297.7
196,ACHC,38.51,2018-02-27,36535938.89,ACHC,27.33,2019-02-27,30141792.389999997
197,ACIA,54.59,2017-02-08,49873860.720000006,ACIA,38.84,2018-02-08,17608813.12
198,ACIA,43.21,2018-02-22,37398946.36,ACIA,48.75,2019-02-22,175921736.25
199,ACIW,5.85,2009-03-04,2038724.9999999998,ACIW,6.4,2010-03-04,854400.0
200,ACIW,6.09,2010-02-26,1291689.0,ACIW,10.18,2011-02-28,3274906.0
201,ACIW,10.0,2011-02-18,1520000.0,ACIW,12.01,2012-02-21,7490637.0
202,ACIW,12.08,2012-02-22,11083400.0,ACIW,15.87,2013-02-21,3026409.0
203,ACIW,14.92,2013-03-01,6057520.0,ACIW,19.87,2014-03-03,10239011.0
204,ACIW,20.05,2014-02-28,9245055.0,ACIW,19.85,2015-03-02,29210426.3
205,ACIW,19.57,2015-02-26,26267812.93,ACIW,17.94,2016-02-26,17746857.96
206,ACIW,17.94,2016-02-26,17746857.96,ACIW,20.25,2017-02-27,11974452.75
207,ACIW,19.92,2017-03-01,18458230.560000002,ACIW,23.66,2018-03-01,20431072.48
208,ACIW,24.85,2018-02-27,20799151.8,ACIW,30.98,2019-02-27,22108133.48
209,ACLS,9.84,2011-03-14,10021056.0,ACLS,6.52,2012-03-13,10763868.0
210,ACLS,6.92,2012-02-29,7143516.0,ACLS,4.84,2013-02-28,19193988.0
211,ACLS,4.4,2013-03-01,1384240.0,ACLS,8.8,2014-03-03,3542880.0000000005
212,ACLS,8.8,2014-03-03,3542880.0000000005,ACLS,11.52,2015-03-03,6154433.279999999
213,ACLS,10.52,2015-03-12,3564512.6399999997,ACLS,11.08,2016-03-11,3246705.92
214,ACLS,11.0,2016-03-04,3066921.0,ACLS,15.05,2017-03-06,3682765.1
215,ACLS,14.75,2017-03-14,1156960.5,ACLS,26.35,2018-03-14,20966510.55
216,ACLS,26.35,2018-03-14,20966510.55,ACLS,20.19,2019-03-14,3464159.8200000003
217,ACLZ,0.86,2013-03-07,18490.0,ACLZ,1.7,2014-03-07,17850.0
218,ACLZ,1.74,2014-03-21,72906.0,ACLZ,1.52,2015-03-23,50464.0
219,ACM,25.82,2009-11-27,14818098.0,ACM,26.06,2010-11-29,19336520.0
220,ACM,26.61,2010-11-22,15545562.0,ACM,20.46,2011-11-22,15948570.0
221,ACM,22.39,2012-03-23,13669095.0,ACM,33.0,2013-03-25,31990200.0
222,ACM,20.09,2012-11-19,20212549.0,ACM,29.74,2013-11-19,12993406.0
223,ACM,28.73,2013-11-13,27224548.0,ACM,32.27,2014-11-13,47997365.36000001
224,ACM,32.22,2014-11-17,44706409.92,ACM,30.49,2015-11-17,36572572.059999995
225,ACM,31.0,2015-11-10,82167980.0,ACM,29.94,2016-11-09,130780914.0
226,ACM,37.06,2016-11-16,120538131.78,ACM,34.3,2017-11-16,24879367.799999997
227,ACM,35.2,2017-11-14,59630348.800000004,ACM,31.58,2018-11-14,68032951.89999999
228,ACM,31.01,2018-11-13,62667984.96,ACM,42.83,2019-11-13,48978417.82
229,ACN,35.59,2009-09-25,128850036.00000001,ACN,41.83,2010-09-27,144288402.0
230,ACN,45.26,2010-10-26,134223056.0,ACN,58.82,2011-10-26,227427530.0
231,ACN,57.83,2011-10-21,184153852.0,ACN,67.46,2012-10-22,341772597.99999994
232,ACN,66.57,2012-11-08,172596038.99999997,ACN,75.39,2013-11-08,219339666.0
233,ACN,74.45,2013-10-29,207023115.0,ACN,79.47,2014-10-29,193336046.46
234,ACN,78.1,2014-10-24,180720822.7,ACN,107.87,2015-10-26,159648894.44
235,ACN,108.05,2015-10-30,273279951.95,ACN,115.63,2016-10-31,217126313.84
236,ACN,115.85,2016-10-28,191874940.6,ACN,143.39,2017-10-30,307577428.98999995
237,ACN,141.58,2017-10-26,278272516.82000005,ACN,154.3,2018-10-26,381513384.90000004
238,ACN,157.87,2018-10-24,390556171.7,ACN,185.05,2019-10-24,373367057.75
239,ACRX,5.0,2011-02-11,9498500.0,ACRX,3.38,2012-02-08,28730.0
240,ACRX,5.09,2013-03-12,800657.0,ACRX,11.56,2014-03-12,6585732.0
241,ACRX,9.74,2014-05-13,4797924.0,ACRX,3.02,2015-05-13,1304244.3800000001
242,ACRX,4.3,2015-03-13,4596596.8,ACRX,3.69,2016-03-14,1845154.98
243,ACRX,3.86,2016-03-07,1682284.5,ACRX,3.3,2017-03-07,656558.1
244,ACRX,3.2,2017-03-03,2028864.0,ACRX,1.7,2018-03-05,347942.39999999997
245,ACRX,2.1,2018-03-09,6911324.7,ACRX,3.18,2019-03-11,9468561.3
246,ACW,8.01,2012-03-15,1820673.0,ACW,5.03,2013-03-15,6539503.0
247,ACW,5.36,2013-03-18,3438440.0,ACW,4.67,2014-03-18,2115510.0
248,ACW,4.9,2014-03-06,1804180.0000000002,ACW,4.91,2015-03-06,967574.42
249,ACW,5.13,2015-03-03,1734519.69,ACW,1.5,2016-03-02,580480.5
250,ACY,9.8,2012-03-09,58388.4,ACY,16.26,2013-03-11,85121.1
251,ACY,16.7,2014-03-12,293218.6,ACY,13.87,2015-03-12,169838.15
252,ACY,13.87,2015-03-12,169838.15,ACY,12.12,2016-03-11,32493.719999999998
253,ACY,12.12,2016-03-11,32493.719999999998,ACY,10.51,2017-03-13,103954.41
254,ACY,10.25,2017-03-09,20551.25,ACY,16.25,2018-03-09,53836.25
255,ADBE,21.17,2008-12-26,41126959.0,ADBE,37.18,2009-12-28,95682730.0
256,ADBE,35.62,2010-01-22,275032706.0,ADBE,33.36,2011-01-24,246460344.0
257,ADBE,33.48,2011-01-27,156666312.0,ADBE,30.47,2012-01-27,130746770.0
258,ADBE,31.15,2012-01-26,133564970.0,ADBE,38.05,2013-01-25,124537649.99999999
259,ADBE,37.87,2013-01-22,93743398.0,ADBE,60.93,2014-01-22,218982420.0
260,ADBE,61.5,2014-01-21,196720050.0,ADBE,71.16,2015-01-21,127226181.24
261,ADBE,71.79,2015-01-20,115728208.02000001,ADBE,87.69,2016-01-20,321573172.71
262,ADBE,90.29,2016-01-19,332322999.22,ADBE,108.5,2017-01-18,275292167.5
263,ADBE,110.02,2017-01-20,349774043.71999997,ADBE,195.7,2018-01-22,303195270.2
264,ADBE,195.7,2018-01-22,303195270.2,ADBE,245.13,2019-01-22,1018634283.18
265,ADBE,244.99,2019-01-25,936211890.71,ADBE,341.04,2020-01-27,904448311.2
266,ADES,11.82,2013-02-11,616637.58,ADES,24.5,2014-02-10,1136555.0
267,ADES,4.7,2016-02-29,323190.8,ADES,11.01,2017-02-28,450837.48
268,ADES,16.45,2015-04-20,126829.5,ADES,6.57,2016-04-19,93517.38
269,ADES,6.57,2016-04-19,93517.38,ADES,8.4,2017-04-19,434926.80000000005
270,ADES,10.93,2017-03-13,781746.39,ADES,11.07,2018-03-13,1748849.6700000002
271,ADES,10.75,2018-03-12,1742456.75,ADES,11.3,2019-03-12,785214.4
272,ADI,18.35,2008-11-25,220478920.00000003,ADI,29.49,2009-11-25,123501171.0
273,ADI,29.15,2009-11-24,426379965.0,ADI,36.01,2010-11-24,103125438.0
274,ADI,35.26,2010-11-22,222906668.0,ADI,34.03,2011-11-22,197118775.0
275,ADI,34.03,2011-11-22,197118775.0,ADI,38.96,2012-11-21,46272792.0
276,ADI,40.22,2012-11-27,119895820.0,ADI,47.2,2013-11-27,369684560.0
277,ADI,49.13,2013-11-26,94236253.0,ADI,52.53,2014-11-26,298547373.57
278,ADI,56.36,2014-12-10,122952834.32,ADI,56.67,2015-12-10,179963462.13
279,ADI,59.38,2015-11-24,426899743.3,ADI,73.67,2016-11-23,436348294.04
280,ADI,73.05,2016-11-22,573027576.0,ADI,89.61,2017-11-22,355642106.96999997
281,ADI,89.61,2017-11-22,355642106.96999997,ADI,88.65,2018-11-23,103100570.55000001
282,ADI,89.46,2018-11-27,233907573.05999997,ADI,116.11,2019-11-27,458502482.93
283,ADM,27.63,2009-08-26,198944289.0,ADM,30.22,2010-08-26,137455670.0
284,ADM,30.1,2010-08-09,198371040.0,ADM,26.96,2011-08-09,291728768.0
285,ADM,28.5,2011-08-25,142642500.0,ADM,26.19,2012-08-24,77053599.0
286,ADM,26.38,2012-08-27,85806226.0,ADM,34.24,2013-08-27,146560896.0
287,ADM,37.75,2013-08-07,122170325.0,ADM,48.77,2014-08-07,112566037.0
288,ADM,48.39,2014-08-05,304508592.0,ADM,48.72,2015-08-05,222897702.72
289,ADM,47.53,2015-08-04,243329739.94,ADM,43.45,2016-08-03,138259638.0
290,ADM,43.05,2016-08-02,203117089.35,ADM,43.1,2017-08-02,181840624.0
291,ADM,42.98,2017-08-01,270336162.74,ADM,48.34,2018-08-01,262377918.4
292,ADM,49.25,2018-07-31,559879614.5,ADM,40.85,2019-07-31,331369930.35
293,ADMA,9.21,2015-03-09,73680.0,ADMA,4.82,2016-03-08,62178.00000000001
294,ADMA,6.01,2016-03-23,56494.0,ADMA,4.87,2017-03-23,144152.0
295,ADMA,4.74,2017-02-24,25596.0,ADMA,3.8,2018-02-26,72120.2
296,ADMA,4.68,2018-03-29,268299.72,ADMA,3.35,2019-03-29,5500522.45
297,ADNT,47.0,2016-10-31,1064703549.0,ADNT,83.81,2017-10-31,58005403.86
298,ADNT,49.17,2018-06-29,51404481.480000004,ADNT,24.94,2019-07-01,53431032.02
299,ADP,38.68,2009-08-28,88310308.0,ADP,39.26,2010-08-30,123095804.0
300,ADP,38.57,2010-08-25,110225346.0,ADP,49.0,2011-08-25,319656400.0
301,ADP,48.08,2011-08-24,188252432.0,ADP,57.91,2012-08-23,70881840.0
302,ADP,58.54,2012-08-20,79772458.0,ADP,71.79,2013-08-20,100577790.00000001
303,ADP,71.61,2013-08-19,113272698.0,ADP,83.01,2014-08-19,79531881.0
304,ADP,80.2,2014-08-08,117396760.0,ADP,81.01,2015-08-10,164619043.83
305,ADP,80.18,2015-08-07,93193695.08000001,ADP,89.59,2016-08-08,164039737.95000002
